customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
6122,Synthetic Customer 06122,customer06122@example.invalid,Singapore,2020-09-26,Standard,4470.01
6123,Synthetic Customer 06123,customer06123@example.invalid,USA,2022-06-14,Standard,1442.47
6124,Synthetic Customer 06124,customer06124@example.invalid,Singapore,2021-10-18,Basic,17918.89
6125,Synthetic Customer 06125,customer06125@example.invalid,UK,2025-09-20,Basic,15358.48
6126,Synthetic Customer 06126,customer06126@example.invalid,Singapore,2024-12-20,Premium,12157.46
6127,Synthetic Customer 06127,customer06127@example.invalid,Germany,2024-08-24,Standard,10184.80
6128,Synthetic Customer 06128,customer06128@example.invalid,USA,2022-01-25,Premium,7625.57
6129,Synthetic Customer 06129,customer06129@example.invalid,Canada,2023-04-14,Standard,10870.24
6130,Synthetic Customer 06130,customer06130@example.invalid,USA,2022-07-16,Premium,14453.69
6131,Synthetic Customer 06131,customer06131@example.invalid,Germany,2021-10-03,Basic,2752.62
6132,Synthetic Customer 06132,customer06132@example.invalid,Canada,2022-11-24,Basic,19789.66
6133,Synthetic Customer 06133,customer06133@example.invalid,Canada,2022-02-17,Premium,15327.17
6134,Synthetic Customer 06134,customer06134@example.invalid,Singapore,2022-03-02,Basic,19975.57
6135,Synthetic Customer 06135,customer06135@example.invalid,India,2020-02-22,Standard,2042.84
6136,Synthetic Customer 06136,customer06136@example.invalid,USA,2022-08-08,Basic,7814.44
6137,Synthetic Customer 06137,customer06137@example.invalid,Singapore,2024-09-24,Standard,7276.77
6138,Synthetic Customer 06138,customer06138@example.invalid,USA,2022-06-17,Basic,6921.57
6139,Synthetic Customer 06139,customer06139@example.invalid,Germany,2022-10-17,Premium,2268.18
6140,Synthetic Customer 06140,customer06140@example.invalid,India,2022-08-31,Basic,5062.07
6141,Synthetic Customer 06141,customer06141@example.invalid,Singapore,2022-08-11,Basic,28.02
6142,Synthetic Customer 06142,customer06142@example.invalid,USA,2021-12-02,Premium,10811.20
6143,Synthetic Customer 06143,customer06143@example.invalid,Australia,2025-07-07,Basic,7969.52
6144,Synthetic Customer 06144,customer06144@example.invalid,USA,2020-03-02,Standard,18860.04
6145,Synthetic Customer 06145,customer06145@example.invalid,Australia,2021-09-25,Standard,11309.35
6146,Synthetic Customer 06146,customer06146@example.invalid,India,2021-11-17,Basic,1697.60
6147,Synthetic Customer 06147,customer06147@example.invalid,Germany,2021-10-04,Basic,4525.19
6148,Synthetic Customer 06148,customer06148@example.invalid,USA,2024-12-26,Premium,13928.35
6149,Synthetic Customer 06149,customer06149@example.invalid,USA,2020-05-27,Premium,4361.85
6150,Synthetic Customer 06150,customer06150@example.invalid,India,2022-11-06,Basic,13048.80
6151,Synthetic Customer 06151,customer06151@example.invalid,Australia,2025-08-02,Basic,9212.92
6152,Synthetic Customer 06152,customer06152@example.invalid,UK,2024-06-21,Standard,16322.69
6153,Synthetic Customer 06153,customer06153@example.invalid,Singapore,2023-08-14,Premium,2219.10
6154,Synthetic Customer 06154,customer06154@example.invalid,Australia,2020-07-20,Premium,16300.23
6155,Synthetic Customer 06155,customer06155@example.invalid,USA,2020-11-01,Standard,19179.21
6156,Synthetic Customer 06156,customer06156@example.invalid,USA,2023-01-22,Basic,18785.60
6157,Synthetic Customer 06157,customer06157@example.invalid,UK,2023-11-07,Basic,5698.67
6158,Synthetic Customer 06158,customer06158@example.invalid,Germany,2021-07-23,Standard,5982.59
6159,Synthetic Customer 06159,customer06159@example.invalid,UK,2025-11-01,Basic,18102.05
6160,Synthetic Customer 06160,customer06160@example.invalid,Singapore,2023-09-29,Standard,2511.18
6161,Synthetic Customer 06161,customer06161@example.invalid,Australia,2021-12-19,Premium,8482.39
6162,Synthetic Customer 06162,customer06162@example.invalid,Australia,2022-06-03,Premium,18184.82
6163,Synthetic Customer 06163,customer06163@example.invalid,Australia,2021-10-05,Basic,19173.92
6164,Synthetic Customer 06164,customer06164@example.invalid,Singapore,2025-11-11,Premium,8360.32
6165,Synthetic Customer 06165,customer06165@example.invalid,India,2025-03-17,Premium,5653.55
6166,Synthetic Customer 06166,customer06166@example.invalid,Singapore,2023-07-28,Standard,8306.59
6167,Synthetic Customer 06167,customer06167@example.invalid,Australia,2024-12-22,Standard,16243.48
6168,Synthetic Customer 06168,customer06168@example.invalid,India,2021-03-22,Premium,17892.48
6169,Synthetic Customer 06169,customer06169@example.invalid,Canada,2025-12-03,Premium,3010.80
6170,Synthetic Customer 06170,customer06170@example.invalid,India,2020-11-21,Basic,5757.81
6171,Synthetic Customer 06171,customer06171@example.invalid,Germany,2020-11-09,Standard,13232.44
6172,Synthetic Customer 06172,customer06172@example.invalid,Australia,2022-01-12,Standard,3734.28
6173,Synthetic Customer 06173,customer06173@example.invalid,Canada,2022-09-10,Standard,10634.01
6174,Synthetic Customer 06174,customer06174@example.invalid,Australia,2020-04-19,Basic,18424.79
6175,Synthetic Customer 06175,customer06175@example.invalid,Singapore,2025-01-02,Standard,10361.75
6176,Synthetic Customer 06176,customer06176@example.invalid,Singapore,2022-02-16,Standard,1443.53
6177,Synthetic Customer 06177,customer06177@example.invalid,UK,2025-08-31,Standard,3954.73
6178,Synthetic Customer 06178,customer06178@example.invalid,USA,2023-03-22,Standard,10459.41
6179,Synthetic Customer 06179,customer06179@example.invalid,USA,2022-03-12,Standard,10650.83
6180,Synthetic Customer 06180,customer06180@example.invalid,Singapore,2023-05-16,Premium,1433.48
6181,Synthetic Customer 06181,customer06181@example.invalid,UK,2025-05-25,Premium,4284.25
6182,Synthetic Customer 06182,customer06182@example.invalid,India,2025-02-12,Basic,16239.58
6183,Synthetic Customer 06183,customer06183@example.invalid,USA,2021-04-16,Basic,13283.27
6184,Synthetic Customer 06184,customer06184@example.invalid,Canada,2024-05-20,Premium,12461.38
6185,Synthetic Customer 06185,customer06185@example.invalid,India,2020-11-01,Premium,19514.61
6186,Synthetic Customer 06186,customer06186@example.invalid,Australia,2024-04-20,Basic,16603.40
6187,Synthetic Customer 06187,customer06187@example.invalid,India,2022-04-09,Basic,19782.71
6188,Synthetic Customer 06188,customer06188@example.invalid,Australia,2020-06-04,Basic,13375.65
6189,Synthetic Customer 06189,customer06189@example.invalid,Singapore,2024-06-11,Standard,15368.95
6190,Synthetic Customer 06190,customer06190@example.invalid,Australia,2021-05-20,Standard,11014.73
6191,Synthetic Customer 06191,customer06191@example.invalid,India,2025-10-12,Premium,16359.36
6192,Synthetic Customer 06192,customer06192@example.invalid,Germany,2020-05-19,Basic,7443.09
6193,Synthetic Customer 06193,customer06193@example.invalid,India,2023-03-12,Standard,13535.94
6194,Synthetic Customer 06194,customer06194@example.invalid,USA,2022-09-28,Premium,11989.92
6195,Synthetic Customer 06195,customer06195@example.invalid,Singapore,2020-11-26,Premium,7279.40
6196,Synthetic Customer 06196,customer06196@example.invalid,India,2020-01-10,Premium,invalid-decimal
6197,Synthetic Customer 06197,customer06197@example.invalid,UK,2022-11-14,Premium,13203.06
6198,Synthetic Customer 06198,customer06198@example.invalid,USA,2020-06-09,Premium,15115.32
6199,Synthetic Customer 06199,customer06199@example.invalid,USA,2025-06-30,Standard,1891.87
6200,Synthetic Customer 06200,customer06200@example.invalid,Singapore,2021-04-03,Standard,14586.76
6201,Synthetic Customer 06201,customer06201@example.invalid,UK,2023-01-28,Basic,11391.43
6202,Synthetic Customer 06202,customer06202@example.invalid,Germany,2023-10-02,Premium,18049.83
6203,Synthetic Customer 06203,customer06203@example.invalid,Canada,2022-06-14,Standard,297.08
6204,Synthetic Customer 06204,customer06204@example.invalid,Singapore,2024-06-10,Premium,5267.00
6205,Synthetic Customer 06205,customer06205@example.invalid,Australia,2022-01-10,Basic,5017.82
6206,Synthetic Customer 06206,customer06206@example.invalid,Singapore,2021-01-17,Basic,4116.82
6207,Synthetic Customer 06207,customer06207@example.invalid,Australia,2023-10-23,Standard,19742.49
6208,Synthetic Customer 06208,customer06208@example.invalid,Germany,2024-03-11,Basic,1085.57
6209,Synthetic Customer 06209,customer06209@example.invalid,Australia,2020-12-24,Premium,14747.34
6210,Synthetic Customer 06210,customer06210@example.invalid,USA,2020-09-01,Basic,11384.63
6211,Synthetic Customer 06211,customer06211@example.invalid,Canada,2020-02-10,Basic,19216.54
6212,Synthetic Customer 06212,customer06212@example.invalid,USA,2023-09-14,Premium,11888.05
6213,Synthetic Customer 06213,customer06213@example.invalid,Singapore,2020-06-15,Basic,6856.99
6214,Synthetic Customer 06214,customer06214@example.invalid,Singapore,2022-01-29,Basic,4625.88
6215,Synthetic Customer 06215,customer06215@example.invalid,Singapore,2022-06-18,Premium,3054.30
6216,Synthetic Customer 06216,customer06216@example.invalid,India,2023-02-28,Standard,15047.77
6217,Synthetic Customer 06217,customer06217@example.invalid,Singapore,2025-07-25,Premium,375.29
6218,Synthetic Customer 06218,customer06218@example.invalid,Germany,2024-07-22,Standard,12145.45
6219,Synthetic Customer 06219,customer06219@example.invalid,Canada,2023-05-21,Standard,9048.13
6220,Synthetic Customer 06220,customer06220@example.invalid,Canada,2022-03-04,Basic,6291.87
6221,Synthetic Customer 06221,customer06221@example.invalid,Canada,2024-03-02,Basic,14031.77
6222,Synthetic Customer 06222,customer06222@example.invalid,USA,2023-08-26,Standard,14804.36
6223,Synthetic Customer 06223,customer06223@example.invalid,Australia,2024-07-18,Premium,16006.25
6224,Synthetic Customer 06224,customer06224@example.invalid,USA,2025-03-05,Premium,16239.87
6225,Synthetic Customer 06225,customer06225@example.invalid,India,2022-07-11,Premium,2189.11
6226,Synthetic Customer 06226,customer06226@example.invalid,India,2021-09-29,Basic,6128.78
6227,Synthetic Customer 06227,customer06227@example.invalid,USA,2022-11-15,Standard,2300.42
6228,Synthetic Customer 06228,customer06228@example.invalid,Germany,2024-05-31,Standard,15999.40
6229,Synthetic Customer 06229,customer06229@example.invalid,Australia,2025-11-04,Basic,16399.48
6230,Synthetic Customer 06230,customer06230@example.invalid,Australia,2025-07-11,Standard,8762.95
6231,Synthetic Customer 06231,customer06231@example.invalid,Australia,2023-12-29,Premium,4336.80
6232,Synthetic Customer 06232,customer06232@example.invalid,USA,2020-01-02,Premium,10979.00
6233,Synthetic Customer 06233,customer06233@example.invalid,India,2022-06-18,Premium,3201.55
6234,Synthetic Customer 06234,customer06234@example.invalid,UK,2022-01-04,Premium,18440.23
6235,Synthetic Customer 06235,customer06235@example.invalid,India,2022-08-06,Standard,13253.48
6236,Synthetic Customer 06236,customer06236@example.invalid,Australia,2024-04-26,Premium,12899.66
6237,Synthetic Customer 06237,customer06237@example.invalid,Singapore,2020-05-06,Premium,4020.47
6238,Synthetic Customer 06238,customer06238@example.invalid,Germany,2021-12-24,Basic,1789.89
6239,Synthetic Customer 06239,customer06239@example.invalid,USA,2022-01-03,Premium,18117.66
6240,Synthetic Customer 06240,customer06240@example.invalid,UK,2021-12-30,Basic,14561.54
6241,Synthetic Customer 06241,customer06241@example.invalid,Germany,2022-02-23,Premium,18455.43
6242,Synthetic Customer 06242,customer06242@example.invalid,Germany,2023-07-10,Premium,10955.87
6243,Synthetic Customer 06243,customer06243@example.invalid,Germany,2024-08-20,Standard,4498.05
6244,Synthetic Customer 06244,customer06244@example.invalid,Germany,2025-09-21,Basic,18401.44
6245,Synthetic Customer 06245,customer06245@example.invalid,India,2021-09-30,Standard,765.09
6246,Synthetic Customer 06246,customer06246@example.invalid,Australia,2021-01-27,Standard,13393.40
6247,Synthetic Customer 06247,customer06247@example.invalid,Canada,2021-06-23,Basic,18879.85
6248,Synthetic Customer 06248,customer06248@example.invalid,UK,2022-10-15,Basic,8359.61
6249,Synthetic Customer 06249,customer06249@example.invalid,Australia,2020-09-11,Standard,12995.24
6250,Synthetic Customer 06250,customer06250@example.invalid,Australia,2020-02-20,Premium,8939.15
6251,Synthetic Customer 06251,customer06251@example.invalid,Singapore,2023-06-21,Premium,18034.33
6252,Synthetic Customer 06252,customer06252@example.invalid,UK,2023-04-04,Standard,17999.43
6253,Synthetic Customer 06253,customer06253@example.invalid,Australia,2021-05-05,Premium,12757.42
6254,Synthetic Customer 06254,customer06254@example.invalid,Australia,2024-02-02,Premium,2313.73
6255,Synthetic Customer 06255,customer06255@example.invalid,Australia,2020-07-31,Standard,8819.52
6256,Synthetic Customer 06256,customer06256@example.invalid,USA,2022-01-31,Standard,17914.86
6257,Synthetic Customer 06257,customer06257@example.invalid,UK,2022-03-16,Standard,7340.39
6258,Synthetic Customer 06258,customer06258@example.invalid,UK,2025-11-18,Premium,19031.25
6259,Synthetic Customer 06259,customer06259@example.invalid,India,2025-12-09,Premium,3453.23
6260,Synthetic Customer 06260,customer06260@example.invalid,Germany,2025-10-04,Premium,3268.60
6261,Synthetic Customer 06261,customer06261@example.invalid,Australia,2022-05-14,Standard,4104.83
6262,Synthetic Customer 06262,customer06262@example.invalid,Germany,2023-07-30,Standard,845.86
6263,Synthetic Customer 06263,customer06263@example.invalid,Canada,2020-04-23,Standard,5550.26
6264,Synthetic Customer 06264,customer06264@example.invalid,Australia,2021-07-17,Premium,320.93
6265,Synthetic Customer 06265,customer06265@example.invalid,USA,2022-12-04,Standard,8562.87
6266,Synthetic Customer 06266,customer06266@example.invalid,Singapore,2025-08-03,Basic,3919.62
6267,Synthetic Customer 06267,customer06267@example.invalid,Singapore,2021-01-30,Standard,8755.82
6268,Synthetic Customer 06268,customer06268@example.invalid,Canada,2020-12-23,Standard,19434.04
6269,Synthetic Customer 06269,customer06269@example.invalid,UK,2025-04-23,Premium,12695.69
6270,Synthetic Customer 06270,customer06270@example.invalid,Singapore,2023-04-06,Standard,7031.93
6271,Synthetic Customer 06271,customer06271@example.invalid,UK,2025-11-29,Premium,10050.03
6272,Synthetic Customer 06272,customer06272@example.invalid,UK,2020-08-12,Basic,15625.51
6273,Synthetic Customer 06273,customer06273@example.invalid,Germany,2023-12-18,Premium,16136.91
6274,Synthetic Customer 06274,customer06274@example.invalid,USA,2024-02-22,Standard,3978.60
6275,Synthetic Customer 06275,customer06275@example.invalid,Germany,2023-10-19,Premium,16607.88
6276,Synthetic Customer 06276,customer06276@example.invalid,Australia,2022-08-22,Premium,747.58
6277,Synthetic Customer 06277,customer06277@example.invalid,India,2021-08-23,Basic,14196.57
6278,Synthetic Customer 06278,customer06278@example.invalid,Germany,2025-08-29,Premium,1385.17
6279,Synthetic Customer 06279,customer06279@example.invalid,UK,2022-03-04,Premium,3521.56
6280,Synthetic Customer 06280,customer06280@example.invalid,USA,2023-12-22,Standard,19208.28
6281,Synthetic Customer 06281,customer06281@example.invalid,India,2023-09-12,Basic,3531.94
6282,Synthetic Customer 06282,customer06282@example.invalid,Germany,2022-09-22,Premium,5307.26
6283,Synthetic Customer 06283,customer06283@example.invalid,India,2023-07-03,Standard,4353.98
6284,Synthetic Customer 06284,customer06284@example.invalid,USA,2022-04-26,Basic,9795.15
6285,Synthetic Customer 06285,customer06285@example.invalid,Australia,2024-10-09,Premium,6661.71
6286,Synthetic Customer 06286,customer06286@example.invalid,Singapore,2021-05-30,Premium,18986.54
6287,Synthetic Customer 06287,customer06287@example.invalid,Australia,2023-08-16,Standard,18177.96
6288,Synthetic Customer 06288,customer06288@example.invalid,USA,2022-02-23,Premium,13819.90
6289,Synthetic Customer 06289,customer06289@example.invalid,Germany,2023-04-21,Premium,11996.27
6290,Synthetic Customer 06290,customer06290@example.invalid,USA,2022-09-07,Basic,19705.86
6291,Synthetic Customer 06291,customer06291@example.invalid,Germany,2025-07-06,Basic,10434.13
6292,Synthetic Customer 06292,customer06292@example.invalid,Australia,2020-08-10,Basic,17924.83
6293,Synthetic Customer 06293,customer06293@example.invalid,UK,2022-09-19,Standard,4206.08
6294,Synthetic Customer 06294,customer06294@example.invalid,Singapore,2025-02-13,Premium,4450.36
6295,Synthetic Customer 06295,customer06295@example.invalid,Singapore,2023-06-14,Premium,10944.26
6296,Synthetic Customer 06296,customer06296@example.invalid,India,2023-11-25,Standard,4762.04
6297,Synthetic Customer 06297,customer06297@example.invalid,Germany,2022-12-07,Premium,17949.18
6298,Synthetic Customer 06298,customer06298@example.invalid,USA,2021-04-24,Basic,19844.82
6299,Synthetic Customer 06299,customer06299@example.invalid,India,2024-11-24,Basic,11647.72
6300,Synthetic Customer 06300,customer06300@example.invalid,India,2021-11-22,Basic,16934.92
6301,Synthetic Customer 06301,customer06301@example.invalid,Singapore,2022-06-27,Basic,16117.86
6302,Synthetic Customer 06302,customer06302@example.invalid,India,2022-02-12,Basic,1709.76
6303,Synthetic Customer 06303,customer06303@example.invalid,Australia,2024-06-30,Premium,4772.59
6304,Synthetic Customer 06304,customer06304@example.invalid,Singapore,2024-12-26,Premium,14817.50
6305,Synthetic Customer 06305,customer06305@example.invalid,USA,2021-06-20,Premium,15842.92
6306,Synthetic Customer 06306,customer06306@example.invalid,Germany,2021-08-24,Premium,15600.30
6307,Synthetic Customer 06307,customer06307@example.invalid,Germany,2022-09-24,Basic,1272.03
6308,Synthetic Customer 06308,customer06308@example.invalid,USA,2024-06-20,Basic,19776.86
6309,Synthetic Customer 06309,customer06309@example.invalid,UK,2023-01-30,Standard,11486.68
6310,Synthetic Customer 06310,customer06310@example.invalid,Australia,2021-12-13,Basic,7183.95
6311,Synthetic Customer 06311,customer06311@example.invalid,Germany,2020-04-17,Standard,12177.34
6312,Synthetic Customer 06312,customer06312@example.invalid,Singapore,2022-11-10,Premium,2176.88
6313,Synthetic Customer 06313,customer06313@example.invalid,Australia,2022-01-30,Standard,7812.66
6314,Synthetic Customer 06314,customer06314@example.invalid,USA,2024-02-10,Standard,14897.34
6315,Synthetic Customer 06315,customer06315@example.invalid,Australia,2020-09-27,Basic,7315.97
6316,Synthetic Customer 06316,customer06316@example.invalid,Australia,2021-02-01,Standard,15408.19
6317,Synthetic Customer 06317,customer06317@example.invalid,UK,2025-05-27,Premium,16931.30
6318,Synthetic Customer 06318,customer06318@example.invalid,Australia,2022-11-12,Premium,1235.63
6319,Synthetic Customer 06319,customer06319@example.invalid,Germany,2023-03-30,Standard,16236.18
6320,Synthetic Customer 06320,customer06320@example.invalid,UK,2024-01-10,Premium,4970.43
6321,Synthetic Customer 06321,customer06321@example.invalid,USA,2025-07-16,Premium,11009.78
6322,Synthetic Customer 06322,customer06322@example.invalid,Germany,2024-09-15,Standard,15228.33
6323,Synthetic Customer 06323,customer06323@example.invalid,Germany,2021-04-14,Standard,3423.17
6324,Synthetic Customer 06324,customer06324@example.invalid,Germany,2025-08-28,Standard,15979.03
6325,Synthetic Customer 06325,customer06325@example.invalid,Canada,2024-04-02,Standard,7247.55
6326,Synthetic Customer 06326,customer06326@example.invalid,India,2024-07-07,Premium,5926.15
6327,Synthetic Customer 06327,customer06327@example.invalid,Canada,2025-09-15,Standard,11934.32
6328,Synthetic Customer 06328,customer06328@example.invalid,USA,2023-05-06,Standard,12823.41
6329,Synthetic Customer 06329,customer06329@example.invalid,Canada,2022-04-24,Premium,17508.06
6330,Synthetic Customer 06330,customer06330@example.invalid,Australia,2024-07-11,Standard,9441.87
6331,Synthetic Customer 06331,customer06331@example.invalid,UK,2021-11-16,Basic,18479.38
6332,Synthetic Customer 06332,customer06332@example.invalid,Australia,2022-10-07,Standard,18481.29
6333,Synthetic Customer 06333,customer06333@example.invalid,Singapore,2024-10-16,Standard,9834.67
6334,Synthetic Customer 06334,customer06334@example.invalid,UK,2020-07-22,Premium,14595.94
6335,Synthetic Customer 06335,customer06335@example.invalid,India,2021-01-04,Basic,17192.21
6336,Synthetic Customer 06336,customer06336@example.invalid,India,2022-07-02,Basic,4119.59
6337,Synthetic Customer 06337,customer06337@example.invalid,Singapore,2020-08-21,Standard,1.53
6338,Synthetic Customer 06338,customer06338@example.invalid,India,2024-11-28,Basic,6064.30
6339,Synthetic Customer 06339,customer06339@example.invalid,USA,2025-12-07,Standard,13132.61
6340,Synthetic Customer 06340,customer06340@example.invalid,Australia,2024-05-21,Basic,1838.46
6341,Synthetic Customer 06341,customer06341@example.invalid,Canada,2022-02-09,Premium,12150.36
6342,Synthetic Customer 06342,customer06342@example.invalid,India,2022-09-27,Basic,13779.11
6343,Synthetic Customer 06343,customer06343@example.invalid,India,2021-07-07,Basic,2080.78
6344,Synthetic Customer 06344,customer06344@example.invalid,Singapore,2022-07-07,Standard,12933.20
6345,Synthetic Customer 06345,customer06345@example.invalid,Germany,2022-10-28,Premium,7748.40
6346,Synthetic Customer 06346,customer06346@example.invalid,Germany,2021-03-02,Basic,32.99
6347,Synthetic Customer 06347,customer06347@example.invalid,Australia,2023-12-21,Standard,17399.42
6348,Synthetic Customer 06348,customer06348@example.invalid,Singapore,2024-09-01,Premium,2051.59
6349,Synthetic Customer 06349,customer06349@example.invalid,Australia,2024-07-03,Premium,15170.11
6350,Synthetic Customer 06350,customer06350@example.invalid,Singapore,2022-03-20,Standard,6267.19
6351,Synthetic Customer 06351,customer06351@example.invalid,Australia,2020-05-05,Standard,15740.81
6352,Synthetic Customer 06352,customer06352@example.invalid,Australia,2023-06-14,Basic,18829.51
6353,Synthetic Customer 06353,customer06353@example.invalid,Singapore,2020-02-07,Basic,17926.86
6354,Synthetic Customer 06354,customer06354@example.invalid,Australia,2024-02-28,Basic,10381.45
6355,Synthetic Customer 06355,customer06355@example.invalid,Australia,2022-03-10,Basic,3762.67
6356,Synthetic Customer 06356,customer06356@example.invalid,Australia,2022-05-05,Premium,8700.56
6357,Synthetic Customer 06357,customer06357@example.invalid,USA,2023-09-15,Premium,17450.22
6358,Synthetic Customer 06358,customer06358@example.invalid,Australia,2024-04-03,Premium,11305.29
6359,Synthetic Customer 06359,customer06359@example.invalid,Germany,2023-11-09,Standard,14411.21
6360,Synthetic Customer 06360,customer06360@example.invalid,USA,2022-04-30,Standard,2932.01
6361,Synthetic Customer 06361,customer06361@example.invalid,UK,2023-11-29,Standard,15653.05
6362,Synthetic Customer 06362,customer06362@example.invalid,Singapore,2020-08-16,Premium,13661.24
6363,Synthetic Customer 06363,customer06363@example.invalid,India,2020-06-16,Standard,3997.60
6364,Synthetic Customer 06364,customer06364@example.invalid,USA,2021-11-06,Standard,16332.63
6365,Synthetic Customer 06365,customer06365@example.invalid,Singapore,2021-04-25,Basic,7457.89
6366,Synthetic Customer 06366,customer06366@example.invalid,India,2025-11-04,Premium,5224.49
6367,Synthetic Customer 06367,customer06367@example.invalid,Canada,2025-03-01,Premium,10807.46
6368,Synthetic Customer 06368,customer06368@example.invalid,Australia,2020-12-24,Standard,7306.83
6369,Synthetic Customer 06369,customer06369@example.invalid,Germany,2024-03-02,Premium,3297.76
6370,Synthetic Customer 06370,customer06370@example.invalid,India,2024-05-29,Premium,5194.74
6371,Synthetic Customer 06371,customer06371@example.invalid,USA,2025-11-21,Standard,10611.21
6372,Synthetic Customer 06372,customer06372@example.invalid,India,2025-12-05,Premium,4778.44
6373,Synthetic Customer 06373,customer06373@example.invalid,Singapore,2025-08-21,Basic,9171.97
6374,Synthetic Customer 06374,customer06374@example.invalid,Singapore,2025-11-23,Premium,8131.54
6375,Synthetic Customer 06375,customer06375@example.invalid,Singapore,2021-01-30,Basic,1820.29
6376,Synthetic Customer 06376,customer06376@example.invalid,India,2022-06-10,Standard,14868.04
6377,Synthetic Customer 06377,customer06377@example.invalid,Canada,2025-11-15,Basic,114.04
6378,Synthetic Customer 06378,customer06378@example.invalid,India,2021-05-05,Basic,2796.96
6379,Synthetic Customer 06379,customer06379@example.invalid,Canada,2025-04-05,Standard,6391.50
6380,Synthetic Customer 06380,customer06380@example.invalid,UK,2024-09-27,Basic,3430.17
6381,Synthetic Customer 06381,customer06381@example.invalid,USA,2023-07-01,Basic,18574.27
6382,Synthetic Customer 06382,customer06382@example.invalid,Germany,2023-11-22,Standard,16790.97
6383,Synthetic Customer 06383,customer06383@example.invalid,Germany,2021-11-18,Premium,1565.58
6384,Synthetic Customer 06384,customer06384@example.invalid,USA,2024-01-27,Premium,5844.99
6385,Synthetic Customer 06385,customer06385@example.invalid,Germany,2025-03-03,Basic,9815.67
6386,Synthetic Customer 06386,customer06386@example.invalid,Canada,2021-09-08,Premium,4366.74
6387,Synthetic Customer 06387,customer06387@example.invalid,USA,2020-06-20,Standard,7510.90
6388,Synthetic Customer 06388,customer06388@example.invalid,UK,2020-08-17,Premium,17181.85
6389,Synthetic Customer 06389,customer06389@example.invalid,USA,2024-06-06,Standard,9578.71
6390,Synthetic Customer 06390,customer06390@example.invalid,USA,2021-03-04,Standard,4093.79
6391,Synthetic Customer 06391,customer06391@example.invalid,Australia,2025-05-15,Premium,13269.25
6392,Synthetic Customer 06392,customer06392@example.invalid,UK,2024-03-22,Standard,15120.71
6393,Synthetic Customer 06393,customer06393@example.invalid,Australia,2024-12-07,Premium,8740.68
6394,Synthetic Customer 06394,customer06394@example.invalid,Canada,2023-08-22,Premium,17071.73
6395,Synthetic Customer 06395,customer06395@example.invalid,Germany,2022-11-29,Basic,8969.32
6396,Synthetic Customer 06396,customer06396@example.invalid,Singapore,2023-04-15,Standard,667.01
6397,Synthetic Customer 06397,customer06397@example.invalid,Australia,2024-10-09,Premium,19591.55
6398,Synthetic Customer 06398,customer06398@example.invalid,USA,2025-10-18,Premium,3291.58
6399,Synthetic Customer 06399,customer06399@example.invalid,India,2023-08-20,Basic,10604.80
6400,Synthetic Customer 06400,customer06400@example.invalid,UK,2024-06-25,Premium,7433.80
6401,Synthetic Customer 06401,customer06401@example.invalid,Germany,2023-04-16,Basic,8190.75
6402,Synthetic Customer 06402,customer06402@example.invalid,USA,2021-11-10,Premium,391.76
6403,Synthetic Customer 06403,customer06403@example.invalid,India,2023-03-13,Standard,6696.90
6404,Synthetic Customer 06404,customer06404@example.invalid,USA,2023-04-15,Standard,1989.30
6405,Synthetic Customer 06405,customer06405@example.invalid,Canada,2021-05-14,Premium,13754.17
6406,Synthetic Customer 06406,customer06406@example.invalid,Canada,2024-01-02,Standard,7377.92
6407,Synthetic Customer 06407,customer06407@example.invalid,UK,2021-01-27,Standard,15145.19
6408,Synthetic Customer 06408,customer06408@example.invalid,Germany,2024-04-19,Basic,14007.70
6409,Synthetic Customer 06409,customer06409@example.invalid,Australia,2024-11-08,Premium,12323.48
6410,Synthetic Customer 06410,customer06410@example.invalid,Australia,2025-07-12,Basic,4614.28
6411,Synthetic Customer 06411,customer06411@example.invalid,Canada,2024-03-03,Basic,3239.83
6412,Synthetic Customer 06412,customer06412@example.invalid,Germany,2025-12-29,Basic,14722.93
6413,Synthetic Customer 06413,customer06413@example.invalid,UK,2020-08-28,Premium,9800.49
6414,Synthetic Customer 06414,customer06414@example.invalid,UK,2020-06-11,Basic,15105.43
6415,Synthetic Customer 06415,customer06415@example.invalid,India,2024-06-06,Premium,11686.50
6416,Synthetic Customer 06416,customer06416@example.invalid,Canada,2021-09-04,Premium,15705.33
6417,Synthetic Customer 06417,customer06417@example.invalid,Australia,2022-05-10,Basic,2110.25
6418,Synthetic Customer 06418,customer06418@example.invalid,India,2020-07-10,Basic,19276.71
6419,Synthetic Customer 06419,customer06419@example.invalid,Canada,invalid-date,Premium,17764.46
6420,Synthetic Customer 06420,customer06420@example.invalid,Canada,2020-02-19,Premium,10327.37
6421,Synthetic Customer 06421,customer06421@example.invalid,Germany,2023-04-15,Standard,7914.07
6422,Synthetic Customer 06422,customer06422@example.invalid,Australia,2020-03-12,Standard,1972.08
6423,Synthetic Customer 06423,customer06423@example.invalid,Australia,2021-01-17,Premium,3770.88
6424,Synthetic Customer 06424,customer06424@example.invalid,Canada,2021-08-22,Basic,7174.05
6425,Synthetic Customer 06425,customer06425@example.invalid,Canada,2021-05-11,Basic,5418.92
6426,Synthetic Customer 06426,customer06426@example.invalid,Australia,2023-05-23,Premium,19863.50
6427,Synthetic Customer 06427,customer06427@example.invalid,Canada,2023-08-01,Standard,740.73
